valor,absoluta,relativa
OBITO,166,0.8097560975609757
ALTA,21,0.1024390243902439
TRANSFERENCIA,15,0.07317073170731707
OUTRO,2,0.00975609756097561
DESCONHECIDO,1,0.004878048780487805
