valor,absoluta,relativa
HAS,117,0.5707317073170731
DM,58,0.28292682926829266
IC,46,0.22439024390243903
DPOC,37,0.18048780487804877
DSLP,32,0.15609756097560976
DRC,26,0.12682926829268293
HIPOTIREOIDISMO,20,0.0975609756097561
HPB,18,0.08780487804878048
FA,16,0.07804878048780488
OBESIDADE,13,0.06341463414634146
